national,south,north,east,central,west,timestamp
56,56,56,54,56,53,2016-05-15T20:00:00+08:00
57,56,56,54,57,53,2016-05-15T21:00:00+08:00
57,56,57,55,57,52,2016-05-15T22:00:00+08:00
57,56,56,55,57,52,2016-05-15T23:00:00+08:00
57,55,55,56,57,52,2016-05-16T01:00:00+08:00
56,55,55,56,56,51,2016-05-16T02:00:00+08:00
56,55,55,56,56,51,2016-05-16T03:00:00+08:00
57,55,55,56,57,50,2016-05-16T04:00:00+08:00
57,55,54,57,56,49,2016-05-16T05:00:00+08:00
57,54,53,57,56,48,2016-05-16T06:00:00+08:00
56,54,53,56,56,47,2016-05-16T07:00:00+08:00
56,54,52,55,56,46,2016-05-16T08:00:00+08:00
55,53,52,54,55,44,2016-05-16T09:00:00+08:00
54,53,52,54,54,42,2016-05-16T10:00:00+08:00
54,54,52,54,54,41,2016-05-16T11:00:00+08:00
55,54,53,54,55,39,2016-05-16T13:00:00+08:00
55,53,53,54,55,38,2016-05-16T14:00:00+08:00
55,53,53,54,55,38,2016-05-16T15:00:00+08:00
54,52,52,54,54,40,2016-05-16T16:00:00+08:00
54,52,52,54,54,38,2016-05-16T17:00:00+08:00
54,52,53,54,54,36,2016-05-16T18:00:00+08:00
54,52,53,53,54,34,2016-05-16T19:00:00+08:00
54,51,54,53,53,35,2016-05-16T20:00:00+08:00
54,51,54,53,53,36,2016-05-16T21:00:00+08:00
54,51,54,53,52,36,2016-05-16T22:00:00+08:00
59,52,59,52,53,36,2016-05-16T23:00:00+08:00
55,54,55,53,54,40,2016-05-17T01:00:00+08:00
56,56,56,54,55,44,2016-05-17T02:00:00+08:00
57,56,57,54,56,48,2016-05-17T03:00:00+08:00
58,57,58,55,56,51,2016-05-17T04:00:00+08:00
60,57,60,55,57,52,2016-05-17T05:00:00+08:00
60,58,60,56,57,53,2016-05-17T06:00:00+08:00
61,58,61,57,58,54,2016-05-17T07:00:00+08:00
62,59,62,57,58,55,2016-05-17T08:00:00+08:00
62,59,62,58,59,55,2016-05-17T09:00:00+08:00
62,59,62,58,59,56,2016-05-17T10:00:00+08:00
62,59,62,58,59,56,2016-05-17T11:00:00+08:00
62,59,62,58,60,57,2016-05-17T12:00:00+08:00
62,60,62,58,60,56,2016-05-17T13:00:00+08:00
63,61,63,58,60,57,2016-05-17T14:00:00+08:00
63,62,63,58,61,57,2016-05-17T15:00:00+08:00
64,64,64,59,63,57,2016-05-17T16:00:00+08:00
66,64,66,59,63,58,2016-05-17T17:00:00+08:00
66,65,66,60,63,59,2016-05-17T18:00:00+08:00
67,67,67,61,64,59,2016-05-17T19:00:00+08:00
67,67,67,62,66,60,2016-05-17T20:00:00+08:00
68,68,68,63,67,61,2016-05-17T21:00:00+08:00
70,69,70,64,69,62,2016-05-17T22:00:00+08:00
71,69,71,64,70,64,2016-05-17T23:00:00+08:00
73,68,73,64,71,66,2016-05-18T01:00:00+08:00
74,67,74,63,71,67,2016-05-18T02:00:00+08:00
75,67,75,62,71,67,2016-05-18T03:00:00+08:00
75,65,75,62,70,67,2016-05-18T04:00:00+08:00
74,65,74,61,70,68,2016-05-18T05:00:00+08:00
74,65,74,60,71,69,2016-05-18T06:00:00+08:00
74,64,74,59,71,70,2016-05-18T07:00:00+08:00
73,64,73,58,72,70,2016-05-18T08:00:00+08:00
73,64,73,57,72,70,2016-05-18T09:00:00+08:00
73,63,73,57,71,70,2016-05-18T10:00:00+08:00
73,63,73,56,70,70,2016-05-18T11:00:00+08:00
72,62,72,56,70,69,2016-05-18T12:00:00+08:00
71,61,71,55,69,70,2016-05-18T13:00:00+08:00
71,61,71,55,69,69,2016-05-18T14:00:00+08:00
71,60,71,55,68,69,2016-05-18T15:00:00+08:00
69,58,69,54,66,68,2016-05-18T16:00:00+08:00
67,57,67,53,65,67,2016-05-18T17:00:00+08:00
67,55,66,53,64,67,2016-05-18T18:00:00+08:00
66,54,65,52,63,66,2016-05-18T19:00:00+08:00
66,54,64,49,62,66,2016-05-18T20:00:00+08:00
65,53,63,45,61,65,2016-05-18T21:00:00+08:00
64,52,62,45,59,64,2016-05-18T22:00:00+08:00
62,51,61,44,58,62,2016-05-18T23:00:00+08:00
59,50,59,47,56,59,2016-05-19T01:00:00+08:00
58,51,57,48,55,58,2016-05-19T02:00:00+08:00
57,52,56,49,55,57,2016-05-19T03:00:00+08:00
56,53,56,51,56,56,2016-05-19T04:00:00+08:00
56,53,56,52,56,54,2016-05-19T05:00:00+08:00
56,52,56,52,55,53,2016-05-19T06:00:00+08:00
57,51,57,53,54,51,2016-05-19T07:00:00+08:00
57,52,57,53,53,48,2016-05-19T08:00:00+08:00
57,52,57,53,52,45,2016-05-19T09:00:00+08:00
58,53,58,54,53,43,2016-05-19T10:00:00+08:00
58,53,58,55,53,44,2016-05-19T11:00:00+08:00
58,54,58,55,53,44,2016-05-19T12:00:00+08:00
59,55,59,56,54,42,2016-05-19T13:00:00+08:00
59,54,59,56,54,41,2016-05-19T14:00:00+08:00
59,54,59,56,54,41,2016-05-19T15:00:00+08:00
59,54,59,56,54,42,2016-05-19T16:00:00+08:00
59,54,59,56,55,42,2016-05-19T17:00:00+08:00
59,55,59,57,55,44,2016-05-19T18:00:00+08:00
60,55,60,57,55,44,2016-05-19T19:00:00+08:00
61,55,61,57,55,44,2016-05-19T20:00:00+08:00
62,55,62,57,55,44,2016-05-19T21:00:00+08:00
62,55,62,56,55,44,2016-05-19T22:00:00+08:00
63,55,63,56,55,46,2016-05-19T23:00:00+08:00
62,54,62,54,54,50,2016-05-20T01:00:00+08:00
62,53,62,54,53,51,2016-05-20T02:00:00+08:00
61,53,61,53,53,51,2016-05-20T03:00:00+08:00
60,53,60,52,53,51,2016-05-20T04:00:00+08:00
59,52,59,52,52,50,2016-05-20T05:00:00+08:00
58,52,58,51,51,51,2016-05-20T06:00:00+08:00
58,52,58,51,50,51,2016-05-20T07:00:00+08:00
57,53,57,49,50,51,2016-05-20T08:00:00+08:00
57,52,57,47,49,51,2016-05-20T09:00:00+08:00
56,52,56,44,48,50,2016-05-20T10:00:00+08:00
56,51,56,41,47,50,2016-05-20T11:00:00+08:00
56,50,56,40,45,50,2016-05-20T12:00:00+08:00
56,48,56,39,43,51,2016-05-20T13:00:00+08:00
57,47,57,37,43,51,2016-05-20T14:00:00+08:00
57,47,57,37,44,51,2016-05-20T15:00:00+08:00
57,47,57,39,46,51,2016-05-20T16:00:00+08:00
57,48,57,40,45,51,2016-05-20T17:00:00+08:00
57,47,57,41,44,49,2016-05-20T18:00:00+08:00
57,45,57,41,44,48,2016-05-20T19:00:00+08:00
56,48,56,43,43,47,2016-05-20T20:00:00+08:00
56,48,56,43,44,47,2016-05-20T21:00:00+08:00
55,48,55,44,44,48,2016-05-20T22:00:00+08:00
55,51,55,44,46,47,2016-05-20T23:00:00+08:00
55,53,55,48,51,51,2016-05-21T01:00:00+08:00
55,54,55,51,52,52,2016-05-21T02:00:00+08:00
57,55,57,52,53,53,2016-05-21T03:00:00+08:00
58,55,58,53,54,54,2016-05-21T04:00:00+08:00
59,55,59,53,55,54,2016-05-21T05:00:00+08:00
59,55,59,53,55,54,2016-05-21T06:00:00+08:00
59,55,59,53,55,53,2016-05-21T07:00:00+08:00
58,55,58,53,55,53,2016-05-21T08:00:00+08:00
57,55,57,53,54,52,2016-05-21T09:00:00+08:00
57,55,57,53,54,52,2016-05-21T10:00:00+08:00
57,55,57,54,54,52,2016-05-21T11:00:00+08:00
56,55,56,54,54,51,2016-05-21T12:00:00+08:00
56,55,56,54,54,51,2016-05-21T13:00:00+08:00
55,55,55,54,53,51,2016-05-21T14:00:00+08:00
55,54,55,53,53,51,2016-05-21T15:00:00+08:00
55,54,55,53,52,51,2016-05-21T16:00:00+08:00
55,54,55,53,52,51,2016-05-21T17:00:00+08:00
54,54,54,52,52,52,2016-05-21T18:00:00+08:00
54,54,54,52,52,52,2016-05-21T19:00:00+08:00
53,53,53,51,52,52,2016-05-21T20:00:00+08:00
53,52,53,49,52,52,2016-05-21T21:00:00+08:00
52,52,52,48,51,51,2016-05-21T22:00:00+08:00
51,51,51,48,50,49,2016-05-21T23:00:00+08:00
45,45,44,43,42,39,2016-05-22T01:00:00+08:00
42,41,42,40,38,35,2016-05-22T02:00:00+08:00
38,36,37,38,34,30,2016-05-22T03:00:00+08:00
34,34,31,34,29,26,2016-05-22T04:00:00+08:00
34,34,25,34,27,24,2016-05-22T05:00:00+08:00
33,33,23,32,24,24,2016-05-22T06:00:00+08:00
32,32,23,32,25,25,2016-05-22T07:00:00+08:00
32,32,24,31,24,24,2016-05-22T08:00:00+08:00
32,32,24,31,25,24,2016-05-22T09:00:00+08:00
32,32,23,30,25,25,2016-05-22T10:00:00+08:00
33,33,24,30,25,28,2016-05-22T11:00:00+08:00
33,32,23,31,26,33,2016-05-22T12:00:00+08:00
36,32,23,32,29,36,2016-05-22T13:00:00+08:00
37,36,25,35,32,37,2016-05-22T14:00:00+08:00
39,38,27,36,36,39,2016-05-22T15:00:00+08:00
40,40,35,38,39,39,2016-05-22T16:00:00+08:00
43,42,38,41,43,39,2016-05-22T17:00:00+08:00
47,47,40,44,46,39,2016-05-22T18:00:00+08:00
49,49,41,47,49,38,2016-05-22T19:00:00+08:00
52,48,42,47,52,38,2016-05-22T20:00:00+08:00
52,51,43,46,52,38,2016-05-22T21:00:00+08:00
52,50,44,47,52,38,2016-05-22T22:00:00+08:00
52,48,44,46,52,38,2016-05-22T23:00:00+08:00
51,47,45,46,51,38,2016-05-23T01:00:00+08:00
51,48,45,47,51,38,2016-05-23T02:00:00+08:00
52,48,46,47,52,38,2016-05-23T03:00:00+08:00
52,48,47,48,52,39,2016-05-23T04:00:00+08:00
52,48,48,49,52,40,2016-05-23T05:00:00+08:00
53,49,49,49,53,42,2016-05-23T06:00:00+08:00
53,49,51,51,53,43,2016-05-23T07:00:00+08:00
53,49,52,51,53,45,2016-05-23T08:00:00+08:00
53,51,52,51,53,47,2016-05-23T09:00:00+08:00
54,51,53,52,54,50,2016-05-23T10:00:00+08:00
54,52,53,52,54,51,2016-05-23T11:00:00+08:00
54,51,54,52,54,49,2016-05-23T12:00:00+08:00
54,52,54,52,54,48,2016-05-23T13:00:00+08:00
55,51,55,52,53,49,2016-05-23T14:00:00+08:00
55,50,55,52,53,51,2016-05-23T15:00:00+08:00
53,47,53,52,52,52,2016-05-23T16:00:00+08:00
53,46,53,52,51,52,2016-05-23T17:00:00+08:00
52,40,52,52,48,52,2016-05-23T18:00:00+08:00
52,39,52,51,44,52,2016-05-23T19:00:00+08:00
52,42,52,52,43,52,2016-05-23T20:00:00+08:00
53,41,52,52,43,53,2016-05-23T21:00:00+08:00
53,42,53,52,44,53,2016-05-23T22:00:00+08:00
54,44,54,52,45,53,2016-05-23T23:00:00+08:00
55,48,55,52,47,54,2016-05-24T01:00:00+08:00
56,49,56,52,48,54,2016-05-24T02:00:00+08:00
57,49,57,52,48,55,2016-05-24T03:00:00+08:00
58,50,58,52,48,55,2016-05-24T04:00:00+08:00
59,49,59,52,48,55,2016-05-24T05:00:00+08:00
59,49,59,52,46,54,2016-05-24T06:00:00+08:00
59,49,59,51,46,54,2016-05-24T07:00:00+08:00
58,51,58,51,46,54,2016-05-24T08:00:00+08:00
58,49,58,51,46,53,2016-05-24T09:00:00+08:00
58,48,58,50,45,53,2016-05-24T10:00:00+08:00
57,47,57,47,43,52,2016-05-24T11:00:00+08:00
57,48,57,48,43,51,2016-05-24T12:00:00+08:00
57,48,57,48,42,48,2016-05-24T13:00:00+08:00
56,47,56,47,41,46,2016-05-24T14:00:00+08:00
56,46,56,45,41,42,2016-05-24T15:00:00+08:00
56,47,56,42,41,41,2016-05-24T16:00:00+08:00
56,46,56,41,41,39,2016-05-24T17:00:00+08:00
56,48,56,40,41,38,2016-05-24T18:00:00+08:00
56,50,56,38,41,37,2016-05-24T19:00:00+08:00
56,48,56,38,40,38,2016-05-24T20:00:00+08:00
56,49,56,37,39,38,2016-05-24T21:00:00+08:00
55,50,55,39,39,40,2016-05-24T22:00:00+08:00
55,50,55,40,39,41,2016-05-24T23:00:00+08:00
55,49,55,40,40,41,2016-05-25T01:00:00+08:00
54,48,54,40,40,40,2016-05-25T02:00:00+08:00
53,48,53,42,41,38,2016-05-25T03:00:00+08:00
52,48,52,43,41,39,2016-05-25T04:00:00+08:00
51,48,51,42,42,39,2016-05-25T05:00:00+08:00
51,50,51,42,42,39,2016-05-25T06:00:00+08:00
51,51,51,42,43,39,2016-05-25T07:00:00+08:00
51,51,51,43,42,38,2016-05-25T08:00:00+08:00
51,51,49,43,42,39,2016-05-25T09:00:00+08:00
51,51,47,42,41,39,2016-05-25T10:00:00+08:00
51,51,46,43,42,39,2016-05-25T11:00:00+08:00
50,50,45,39,41,41,2016-05-25T12:00:00+08:00
51,51,47,38,42,42,2016-05-25T13:00:00+08:00
50,50,46,37,42,44,2016-05-25T14:00:00+08:00
51,51,45,38,42,47,2016-05-25T15:00:00+08:00
51,51,45,38,42,48,2016-05-25T16:00:00+08:00
51,51,44,38,41,51,2016-05-25T17:00:00+08:00
52,52,45,40,41,51,2016-05-25T18:00:00+08:00
52,52,46,40,43,51,2016-05-25T19:00:00+08:00
51,51,47,40,42,51,2016-05-25T20:00:00+08:00
51,51,46,40,41,51,2016-05-25T21:00:00+08:00
51,51,45,41,41,49,2016-05-25T22:00:00+08:00
49,49,45,40,41,48,2016-05-25T23:00:00+08:00
49,49,42,40,41,46,2016-05-26T01:00:00+08:00
50,50,41,39,41,46,2016-05-26T02:00:00+08:00
50,50,42,38,41,47,2016-05-26T03:00:00+08:00
50,50,42,39,41,45,2016-05-26T04:00:00+08:00
50,50,42,41,40,45,2016-05-26T05:00:00+08:00
49,49,44,42,41,44,2016-05-26T06:00:00+08:00
49,49,45,42,42,44,2016-05-26T07:00:00+08:00
47,47,46,41,41,43,2016-05-26T08:00:00+08:00
47,47,46,41,41,43,2016-05-26T09:00:00+08:00
48,48,47,41,41,41,2016-05-26T10:00:00+08:00
49,48,49,44,40,42,2016-05-26T11:00:00+08:00
51,46,49,51,39,40,2016-05-26T12:00:00+08:00
52,44,49,52,38,40,2016-05-26T13:00:00+08:00
52,44,49,52,38,39,2016-05-26T14:00:00+08:00
48,42,48,45,37,36,2016-05-26T15:00:00+08:00
47,40,47,45,37,34,2016-05-26T16:00:00+08:00
47,41,47,44,39,31,2016-05-26T17:00:00+08:00
47,38,47,41,38,31,2016-05-26T18:00:00+08:00
47,37,47,42,37,30,2016-05-26T19:00:00+08:00
46,38,46,42,37,29,2016-05-26T20:00:00+08:00
46,37,46,42,36,30,2016-05-26T21:00:00+08:00
46,36,46,42,36,30,2016-05-26T22:00:00+08:00
45,36,45,42,35,31,2016-05-26T23:00:00+08:00
46,35,46,42,33,32,2016-05-27T01:00:00+08:00
46,35,46,42,32,32,2016-05-27T02:00:00+08:00
46,37,46,42,33,32,2016-05-27T03:00:00+08:00
45,36,45,42,32,32,2016-05-27T04:00:00+08:00
44,37,44,40,31,31,2016-05-27T05:00:00+08:00
43,36,43,40,31,31,2016-05-27T06:00:00+08:00
43,36,43,41,30,33,2016-05-27T07:00:00+08:00
42,38,42,42,31,34,2016-05-27T08:00:00+08:00
41,37,41,41,31,34,2016-05-27T09:00:00+08:00
43,36,41,43,30,35,2016-05-27T10:00:00+08:00
42,36,40,42,30,36,2016-05-27T11:00:00+08:00
43,37,39,43,31,37,2016-05-27T12:00:00+08:00
40,37,38,40,30,36,2016-05-27T13:00:00+08:00
40,39,38,40,31,36,2016-05-27T14:00:00+08:00
39,39,38,38,31,36,2016-05-27T15:00:00+08:00
38,38,38,38,30,37,2016-05-27T16:00:00+08:00
39,39,37,39,29,37,2016-05-27T17:00:00+08:00
40,40,36,39,30,38,2016-05-27T18:00:00+08:00
39,39,34,38,30,38,2016-05-27T19:00:00+08:00
40,39,34,39,30,40,2016-05-27T20:00:00+08:00
40,40,34,39,31,40,2016-05-27T21:00:00+08:00
41,41,33,39,32,41,2016-05-27T22:00:00+08:00
41,40,33,37,32,41,2016-05-27T23:00:00+08:00
40,39,34,36,32,40,2016-05-28T01:00:00+08:00
42,38,34,37,33,42,2016-05-28T02:00:00+08:00
42,39,34,37,32,42,2016-05-28T03:00:00+08:00
43,39,35,37,33,43,2016-05-28T04:00:00+08:00
44,39,36,36,33,44,2016-05-28T05:00:00+08:00
44,39,35,36,33,44,2016-05-28T06:00:00+08:00
43,40,35,36,33,43,2016-05-28T07:00:00+08:00
42,39,34,35,32,42,2016-05-28T08:00:00+08:00
42,40,35,35,33,42,2016-05-28T09:00:00+08:00
41,40,34,33,33,41,2016-05-28T10:00:00+08:00
42,42,35,32,33,42,2016-05-28T11:00:00+08:00
42,41,36,32,33,42,2016-05-28T12:00:00+08:00
43,41,36,33,35,43,2016-05-28T13:00:00+08:00
46,39,36,34,35,46,2016-05-28T14:00:00+08:00
48,40,37,35,35,48,2016-05-28T15:00:00+08:00
49,41,38,36,35,49,2016-05-28T16:00:00+08:00
66,62,66,62,61,63,2016-06-01T16:00:00+08:00
66,61,66,61,60,63,2016-06-01T17:00:00+08:00
65,60,65,60,60,64,2016-06-01T18:00:00+08:00
65,61,65,61,60,64,2016-06-01T19:00:00+08:00
64,60,64,60,60,64,2016-06-01T20:00:00+08:00
64,60,63,59,60,64,2016-06-01T21:00:00+08:00
63,59,63,58,59,63,2016-06-01T22:00:00+08:00
62,58,62,57,58,62,2016-06-01T23:00:00+08:00
62,56,59,56,57,62,2016-06-02T01:00:00+08:00
61,55,58,55,57,61,2016-06-02T02:00:00+08:00
61,55,58,55,57,61,2016-06-02T03:00:00+08:00
60,56,57,54,56,60,2016-06-02T04:00:00+08:00
60,56,56,53,56,60,2016-06-02T05:00:00+08:00
59,56,56,53,56,59,2016-06-02T06:00:00+08:00
58,57,58,52,56,56,2016-06-02T09:00:00+08:00
59,57,59,53,56,56,2016-06-02T10:00:00+08:00
59,57,59,52,57,57,2016-06-02T11:00:00+08:00
59,55,59,52,56,57,2016-06-02T12:00:00+08:00
59,56,59,52,56,58,2016-06-02T13:00:00+08:00
59,55,59,52,56,58,2016-06-02T14:00:00+08:00
59,56,59,52,55,58,2016-06-02T15:00:00+08:00
59,56,59,53,55,57,2016-06-02T16:00:00+08:00
59,55,59,53,55,56,2016-06-02T17:00:00+08:00
59,56,59,54,55,56,2016-06-02T18:00:00+08:00
64,56,64,53,55,57,2016-06-02T19:00:00+08:00
67,56,67,53,55,57,2016-06-02T20:00:00+08:00
70,57,70,53,56,58,2016-06-02T21:00:00+08:00
70,57,70,54,57,58,2016-06-02T22:00:00+08:00
72,58,72,55,58,59,2016-06-02T23:00:00+08:00
74,60,74,55,59,60,2016-06-03T01:00:00+08:00
75,60,75,55,59,60,2016-06-03T02:00:00+08:00
76,60,76,55,60,61,2016-06-03T03:00:00+08:00
76,59,76,55,60,61,2016-06-03T04:00:00+08:00
77,58,77,54,60,60,2016-06-03T05:00:00+08:00
77,57,77,54,60,61,2016-06-03T06:00:00+08:00
78,57,78,53,61,62,2016-06-03T07:00:00+08:00
69,56,69,53,61,62,2016-06-03T08:00:00+08:00
69,56,69,52,62,64,2016-06-03T09:00:00+08:00
68,56,68,50,62,64,2016-06-03T10:00:00+08:00
68,55,68,51,61,65,2016-06-03T11:00:00+08:00
68,55,68,50,61,64,2016-06-03T12:00:00+08:00
68,55,68,49,61,64,2016-06-03T13:00:00+08:00
67,55,67,50,62,64,2016-06-03T14:00:00+08:00
67,55,67,49,62,64,2016-06-03T15:00:00+08:00
67,55,67,49,62,64,2016-06-03T16:00:00+08:00
68,56,68,48,63,65,2016-06-03T17:00:00+08:00
68,56,68,46,63,65,2016-06-03T18:00:00+08:00
69,56,69,48,63,65,2016-06-03T19:00:00+08:00
69,56,69,50,62,65,2016-06-03T20:00:00+08:00
66,55,66,51,62,65,2016-06-03T21:00:00+08:00
66,55,66,49,61,65,2016-06-03T22:00:00+08:00
66,55,66,51,61,65,2016-06-03T23:00:00+08:00
65,56,65,53,61,65,2016-06-04T01:00:00+08:00
66,56,66,55,61,65,2016-06-04T02:00:00+08:00
66,58,66,57,61,66,2016-06-04T03:00:00+08:00
66,59,65,58,62,66,2016-06-04T04:00:00+08:00
66,61,64,59,62,66,2016-06-04T05:00:00+08:00
66,63,64,62,63,66,2016-06-04T07:00:00+08:00
64,63,64,63,61,64,2016-06-04T09:00:00+08:00
63,63,63,63,60,63,2016-06-04T10:00:00+08:00
64,63,62,64,60,61,2016-06-04T11:00:00+08:00
65,63,63,65,61,61,2016-06-04T12:00:00+08:00
65,63,63,65,60,60,2016-06-04T13:00:00+08:00
65,63,63,65,60,61,2016-06-04T14:00:00+08:00
65,62,64,65,60,61,2016-06-04T15:00:00+08:00
66,62,64,66,60,60,2016-06-04T16:00:00+08:00
66,62,64,66,60,60,2016-06-04T17:00:00+08:00
66,63,64,66,60,60,2016-06-04T18:00:00+08:00
66,63,64,66,61,61,2016-06-04T19:00:00+08:00
65,63,64,65,61,61,2016-06-04T20:00:00+08:00
65,63,64,65,61,62,2016-06-04T21:00:00+08:00
64,63,64,64,61,62,2016-06-04T22:00:00+08:00
64,62,64,64,60,63,2016-06-04T23:00:00+08:00
63,60,63,61,59,62,2016-06-05T01:00:00+08:00
62,59,62,59,58,62,2016-06-05T02:00:00+08:00
61,58,61,57,57,61,2016-06-05T03:00:00+08:00
62,57,62,56,56,61,2016-06-05T04:00:00+08:00
62,56,62,55,56,60,2016-06-05T05:00:00+08:00
61,56,61,54,56,60,2016-06-05T06:00:00+08:00
60,55,60,54,55,60,2016-06-05T07:00:00+08:00
60,56,60,53,55,59,2016-06-05T08:00:00+08:00
60,56,60,54,56,59,2016-06-05T09:00:00+08:00
61,56,61,55,56,59,2016-06-05T10:00:00+08:00
61,57,61,55,57,59,2016-06-05T11:00:00+08:00
61,58,61,55,58,60,2016-06-05T12:00:00+08:00
62,58,62,56,59,61,2016-06-05T13:00:00+08:00
62,58,62,56,59,60,2016-06-05T14:00:00+08:00
61,59,61,56,59,61,2016-06-05T15:00:00+08:00
62,59,62,56,60,61,2016-06-05T16:00:00+08:00
63,59,63,56,60,61,2016-06-05T17:00:00+08:00
64,59,64,56,61,61,2016-06-05T18:00:00+08:00
65,59,65,56,61,61,2016-06-05T19:00:00+08:00
65,59,65,57,60,60,2016-06-05T20:00:00+08:00
66,59,66,57,60,59,2016-06-05T21:00:00+08:00
66,59,66,57,60,58,2016-06-05T22:00:00+08:00
66,59,66,57,60,57,2016-06-05T23:00:00+08:00
65,60,65,57,60,56,2016-06-06T01:00:00+08:00
64,60,64,57,61,55,2016-06-06T02:00:00+08:00
64,59,64,57,60,55,2016-06-06T03:00:00+08:00
63,59,63,57,60,54,2016-06-06T04:00:00+08:00
62,59,62,57,59,53,2016-06-06T05:00:00+08:00
63,58,63,56,59,53,2016-06-06T06:00:00+08:00
63,58,63,55,58,52,2016-06-06T07:00:00+08:00
63,57,63,55,58,52,2016-06-06T08:00:00+08:00
62,56,62,54,57,53,2016-06-06T09:00:00+08:00
62,55,62,53,56,53,2016-06-06T10:00:00+08:00
61,54,61,53,55,54,2016-06-06T11:00:00+08:00
61,54,61,52,55,53,2016-06-06T12:00:00+08:00
60,53,60,51,54,53,2016-06-06T13:00:00+08:00
61,54,61,51,54,53,2016-06-06T14:00:00+08:00
61,53,61,49,53,53,2016-06-06T15:00:00+08:00
60,52,60,45,52,54,2016-06-06T16:00:00+08:00
59,52,59,42,51,53,2016-06-06T17:00:00+08:00
58,52,58,42,50,53,2016-06-06T18:00:00+08:00
56,52,56,43,51,53,2016-06-06T19:00:00+08:00
56,52,56,45,51,53,2016-06-06T20:00:00+08:00
56,51,56,45,51,53,2016-06-06T21:00:00+08:00
56,51,56,44,50,53,2016-06-06T22:00:00+08:00
56,51,56,43,49,53,2016-06-06T23:00:00+08:00
57,51,57,42,47,55,2016-06-07T01:00:00+08:00
58,50,58,42,46,56,2016-06-07T02:00:00+08:00
58,50,58,42,46,56,2016-06-07T03:00:00+08:00
58,51,58,42,46,57,2016-06-07T04:00:00+08:00
59,52,59,43,46,57,2016-06-07T05:00:00+08:00
58,52,58,43,46,58,2016-06-07T06:00:00+08:00
58,52,58,44,46,58,2016-06-07T07:00:00+08:00
59,52,59,46,45,59,2016-06-07T08:00:00+08:00
59,52,59,47,45,59,2016-06-07T09:00:00+08:00
59,52,59,47,45,58,2016-06-07T10:00:00+08:00
59,52,59,46,45,58,2016-06-07T11:00:00+08:00
59,52,59,45,45,58,2016-06-07T12:00:00+08:00
59,52,59,45,45,58,2016-06-07T13:00:00+08:00
59,52,59,45,45,59,2016-06-07T14:00:00+08:00
59,52,59,46,45,59,2016-06-07T15:00:00+08:00
58,51,58,46,44,58,2016-06-07T16:00:00+08:00
58,51,58,47,43,58,2016-06-07T17:00:00+08:00
59,51,59,46,43,58,2016-06-07T18:00:00+08:00
59,51,59,46,45,57,2016-06-07T19:00:00+08:00
59,51,59,46,46,57,2016-06-07T20:00:00+08:00
59,52,59,47,48,57,2016-06-07T21:00:00+08:00
59,53,59,50,51,58,2016-06-07T22:00:00+08:00
59,53,59,50,52,59,2016-06-07T23:00:00+08:00
60,55,59,52,54,60,2016-06-08T01:00:00+08:00
60,56,60,53,56,59,2016-06-08T02:00:00+08:00
60,57,60,54,57,60,2016-06-08T03:00:00+08:00
61,58,61,55,59,60,2016-06-08T04:00:00+08:00
61,59,61,55,60,61,2016-06-08T05:00:00+08:00
62,60,62,56,61,61,2016-06-08T06:00:00+08:00
62,60,62,56,62,61,2016-06-08T07:00:00+08:00
63,60,62,56,63,61,2016-06-08T08:00:00+08:00
64,60,63,57,64,61,2016-06-08T09:00:00+08:00
64,61,64,58,64,61,2016-06-08T10:00:00+08:00
65,61,64,58,65,60,2016-06-08T11:00:00+08:00
65,62,64,58,65,60,2016-06-08T12:00:00+08:00
65,63,64,58,65,60,2016-06-08T13:00:00+08:00
65,62,63,58,65,59,2016-06-08T14:00:00+08:00
64,62,63,57,64,58,2016-06-08T15:00:00+08:00
64,63,63,57,64,59,2016-06-08T16:00:00+08:00
65,63,62,57,65,59,2016-06-08T17:00:00+08:00
65,63,62,57,65,59,2016-06-08T18:00:00+08:00
64,63,62,57,64,59,2016-06-08T19:00:00+08:00
64,63,62,56,64,59,2016-06-08T20:00:00+08:00
63,63,63,56,63,59,2016-06-08T21:00:00+08:00
63,63,63,56,63,59,2016-06-08T22:00:00+08:00
64,63,64,56,63,59,2016-06-08T23:00:00+08:00
64,62,64,57,63,57,2016-06-09T01:00:00+08:00
64,62,64,57,62,57,2016-06-09T02:00:00+08:00
65,62,65,56,62,57,2016-06-09T03:00:00+08:00
65,62,65,56,61,57,2016-06-09T04:00:00+08:00
65,63,65,56,61,57,2016-06-09T05:00:00+08:00
65,63,65,57,61,57,2016-06-09T06:00:00+08:00
65,64,65,59,62,57,2016-06-09T07:00:00+08:00
65,65,65,60,62,56,2016-06-09T08:00:00+08:00
66,66,64,61,62,57,2016-06-09T09:00:00+08:00
66,66,64,62,62,57,2016-06-09T10:00:00+08:00
67,67,64,63,63,58,2016-06-09T11:00:00+08:00
67,67,65,63,64,60,2016-06-09T12:00:00+08:00
68,68,66,64,64,60,2016-06-09T13:00:00+08:00
68,68,67,64,64,61,2016-06-09T14:00:00+08:00
67,67,67,64,64,61,2016-06-09T15:00:00+08:00
67,67,67,64,65,61,2016-06-09T16:00:00+08:00
68,68,67,65,66,61,2016-06-09T17:00:00+08:00
69,69,67,65,66,61,2016-06-09T18:00:00+08:00
69,69,69,66,67,62,2016-06-09T20:00:00+08:00
69,68,69,66,67,62,2016-06-09T21:00:00+08:00
69,67,69,66,67,62,2016-06-09T22:00:00+08:00
69,67,69,66,66,62,2016-06-09T23:00:00+08:00
