national,south,north,east,central,west,timestamp
58,58,54,57,54,46,2016-09-19T05:00:00+08:00
58,58,54,56,54,46,2016-09-19T06:00:00+08:00
58,58,54,56,54,46,2016-09-19T07:00:00+08:00
59,59,54,56,55,45,2016-09-19T08:00:00+08:00
58,58,54,56,55,46,2016-09-19T09:00:00+08:00
58,58,54,56,55,45,2016-09-19T10:00:00+08:00
58,58,53,56,55,45,2016-09-19T11:00:00+08:00
57,57,53,56,54,44,2016-09-19T12:00:00+08:00
57,57,53,55,54,43,2016-09-19T13:00:00+08:00
56,56,53,55,54,43,2016-09-19T14:00:00+08:00
